Diplôme (code),"Année 
de  
l'inscription",Version diplôme (code),Diplôme SISE (code),Diplôme SISE (type),Diplôme SISE intitulé 1 (lib.),Diplôme SISE intitulé 2 (lib.),"Diplôme 
intermédiaire
SISE (code)",Diplôme intermédiaire SISE (lib.)
LMLA08,2009,80,2225245,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES GERMANIQUES,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2010,80,2225245,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES GERMANIQUES,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,80,2225245,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES GERMANIQUES,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2008,84,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2009,84,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2010,84,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,84,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2008,85,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2009,85,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2010,85,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,85,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2008,86,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2009,86,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2010,86,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,86,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2008,87,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2010,87,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,87,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2008,88,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2009,88,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,88,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2010,89,2201867,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2008,90,2211180,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","TRADUCTION, SOUS-TITRAGE, DOUBLAGE",,
LMLA08,2009,90,2211180,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","TRADUCTION, SOUS-TITRAGE, DOUBLAGE",,
LMLA08,2010,90,2211180,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","TRADUCTION, SOUS-TITRAGE, DOUBLAGE",,
LMLA08,2011,90,2211180,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","TRADUCTION, SOUS-TITRAGE, DOUBLAGE",,
LMLA08,2008,91,2214608,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES",LANGUES ET AFFAIRES INTERNATIONALES,,
LMLA08,2009,91,2214608,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES",LANGUES ET AFFAIRES INTERNATIONALES,,
LMLA08,2010,91,2214608,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES",LANGUES ET AFFAIRES INTERNATIONALES,,
LMLA08,2011,91,2214608,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES",LANGUES ET AFFAIRES INTERNATIONALES,,
LMLA08,2010,92,2225245,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES GERMANIQUES,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,92,2225245,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES GERMANIQUES,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2010,93,2215517,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ALLEMAND ENSEIGNEMENT,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,93,2215517,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ALLEMAND ENSEIGNEMENT,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2010,94,2225558,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ANGLOPHONES,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,94,2225558,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ANGLOPHONES,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2010,95,2215518,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ANGLAIS ENSEIGNEMENT,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,95,2215518,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ANGLAIS ENSEIGNEMENT,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2010,96,2225246,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES HISPANIQUES ET HISPANO-AMERICAINES,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,96,2225246,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES HISPANIQUES ET HISPANO-AMERICAINES,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2010,97,2215519,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ESPAGNOL ENSEIGNEMENT,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,97,2215519,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ESPAGNOL ENSEIGNEMENT,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2010,98,2225247,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ITALIENNES,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,98,2225247,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ITALIENNES,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2010,99,2215520,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ITALIEN ENSEIGNEMENT,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,99,2215520,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ITALIEN ENSEIGNEMENT,2006888,"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES"
LMLA08,2011,100,2225245,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES GERMANIQUES,,
LMLA08,2010,101,2215517,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ALLEMAND ENSEIGNEMENT,,
LMLA08,2011,101,2215517,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ALLEMAND ENSEIGNEMENT,,
LMLA08,2010,102,2225558,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ANGLOPHONES,,
LMLA08,2011,102,2225558,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ANGLOPHONES,,
LMLA08,2010,103,2215518,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ANGLAIS ENSEIGNEMENT,,
LMLA08,2011,103,2215518,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ANGLAIS ENSEIGNEMENT,,
LMLA08,2010,104,2225246,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES HISPANIQUES ET HISPANO-AMERICAINES,,
LMLA08,2011,104,2225246,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES HISPANIQUES ET HISPANO-AMERICAINES,,
LMLA08,2010,105,2215519,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ESPAGNOL ENSEIGNEMENT,,
LMLA08,2011,105,2215519,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ESPAGNOL ENSEIGNEMENT,,
LMLA08,2010,106,2225247,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ITALIENNES,,
LMLA08,2011,106,2225247,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ITALIENNES,,
LMLA08,2010,107,2215520,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ITALIEN ENSEIGNEMENT,,
LMLA08,2011,107,2215520,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ITALIEN ENSEIGNEMENT,,
LMLAA,2007,41,2211180,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","TRADUCTION, SOUS-TITRAGE, DOUBLAGE",2004230,"LETTRES, LANGUES, ARTS : LANGUES (LEA)"
LMLAH,2007,41,2211180,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","TRADUCTION, SOUS-TITRAGE, DOUBLAGE",2004230,"LETTRES, LANGUES, ARTS : LANGUES (LEA)"
LMLAI,2007,41,2211180,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","TRADUCTION, SOUS-TITRAGE, DOUBLAGE",2004230,"LETTRES, LANGUES, ARTS : LANGUES (LEA)"
LMLAJ,2007,41,2211180,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","TRADUCTION, SOUS-TITRAGE, DOUBLAGE",2004230,"LETTRES, LANGUES, ARTS : LANGUES (LEA)"
LMLAP,2007,41,2211180,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","TRADUCTION, SOUS-TITRAGE, DOUBLAGE",2004230,"LETTRES, LANGUES, ARTS : LANGUES (LEA)"
LMLAQ,2007,41,2211180,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","TRADUCTION, SOUS-TITRAGE, DOUBLAGE",2004230,"LETTRES, LANGUES, ARTS : LANGUES (LEA)"
LMLC,2007,41,2220734,MASTER (LMD),"LETTRES, LANGUES, ARTS   : LETTRES","LANGUES, LITTERATURES ET CIVILISATION GRECQUE ET LATINE",2004236,"LETTRES, LANGUES, ARTS : LANGUES (langues & litt anciennes)"
LMLC,2007,42,2220734,MASTER (LMD),"LETTRES, LANGUES, ARTS   : LETTRES","LANGUES, LITTERATURES ET CIVILISATION GRECQUE ET LATINE",,
LMLE08,2008,80,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2009,80,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2010,80,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2008,81,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2009,81,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2010,81,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2008,82,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2009,82,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2010,82,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2008,83,2225253,MASTER (LMD),"ARTS, LETTRES, LANGUES : LETTRES",LETTRES,,
LMLE08,2009,83,2225253,MASTER (LMD),"ARTS, LETTRES, LANGUES : LETTRES",LETTRES,,
LMLE08,2010,83,2225253,MASTER (LMD),"ARTS, LETTRES, LANGUES : LETTRES",LETTRES,,
LMLE08,2010,84,2225253,MASTER (LMD),"ARTS, LETTRES, LANGUES : LETTRES",LETTRES,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2011,84,2225253,MASTER (LMD),"ARTS, LETTRES, LANGUES : LETTRES",LETTRES,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2010,85,2215539,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LETTRES",LETTRES ENSEIGNEMENT,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2011,85,2215539,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LETTRES",LETTRES ENSEIGNEMENT,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2010,86,2204213,MASTER (LMD),"ARTS, LETTRES, LANGUES : LETTRES",DOCUMENTATION,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2011,86,2204213,MASTER (LMD),"ARTS, LETTRES, LANGUES : LETTRES",DOCUMENTATION,2004242,"ARTS, LETTRES, LANGUES : LETTRES"
LMLE08,2010,87,2225253,MASTER (LMD),"ARTS, LETTRES, LANGUES : LETTRES",LETTRES,,
LMLE08,2011,87,2225253,MASTER (LMD),"ARTS, LETTRES, LANGUES : LETTRES",LETTRES,,
LMLE08,2010,88,2215539,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LETTRES",LETTRES ENSEIGNEMENT,,
LMLE08,2011,88,2215539,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LETTRES",LETTRES ENSEIGNEMENT,,
LMLE08,2010,89,2204213,MASTER (LMD),"ARTS, LETTRES, LANGUES : LETTRES",DOCUMENTATION,,
LMLE08,2011,89,2204213,MASTER (LMD),"ARTS, LETTRES, LANGUES : LETTRES",DOCUMENTATION,,
LMLL08,2008,80,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2009,80,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2010,80,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2011,80,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2008,81,2220735,MASTER (LMD),"ARTS, LETTRES, LANGUES : INFORMATION ET COMMUNICATION",DISPOSITIFS SOCIO-TECHNIQUES D'INFORMATION ET DE COMMUNICATION (DISTIC),,
LMLL08,2009,81,2220735,MASTER (LMD),"ARTS, LETTRES, LANGUES : INFORMATION ET COMMUNICATION",DISPOSITIFS SOCIO-TECHNIQUES D'INFORMATION ET DE COMMUNICATION (DISTIC),,
LMLL08,2010,81,2220735,MASTER (LMD),"ARTS, LETTRES, LANGUES : INFORMATION ET COMMUNICATION",DISPOSITIFS SOCIO-TECHNIQUES D'INFORMATION ET DE COMMUNICATION (DISTIC),,
LMLL08,2011,81,2220735,MASTER (LMD),"ARTS, LETTRES, LANGUES : INFORMATION ET COMMUNICATION",DISPOSITIFS SOCIO-TECHNIQUES D'INFORMATION ET DE COMMUNICATION (DISTIC),,
LMLL08,2008,82,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2009,82,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2010,82,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2011,82,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2008,83,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2009,83,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2010,83,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2011,83,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2008,84,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2009,84,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2010,84,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLL08,2011,84,2224597,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES APPLIQUEES","LANGUES, CIVILISATION ET LITTERATURES ETRANGERES",,
LMLMC,2007,41,2220731,MASTER (LMD),"LETTRES, LANGUES, ARTS   : LETTRES",LANGUE ET LITTERATURE COMPAREE,2004232,"LETTRES, LANGUES, ARTS : LANGUES (litt. géné & comparée)"
LMLMC,2007,42,2220731,MASTER (LMD),"LETTRES, LANGUES, ARTS   : LETTRES",LANGUE ET LITTERATURE COMPAREE,,
LMLME,2007,41,2220730,MASTER (LMD),"LETTRES, LANGUES, ARTS   : LETTRES",ETUDES EUROPEENNES,2004232,"LETTRES, LANGUES, ARTS : LANGUES (litt. géné & comparée)"
LMLME,2007,42,2220730,MASTER (LMD),"LETTRES, LANGUES, ARTS   : LETTRES",ETUDES EUROPEENNES,,
LMLMF,2007,41,2220732,MASTER (LMD),"LETTRES, LANGUES, ARTS   : LETTRES",LANGUE ET LITTERATURE FRANCAISES,2004233,"LETTRES, LANGUES, ARTS : LANGUES (langues & litt française)"
LMLMF,2007,42,2220732,MASTER (LMD),"LETTRES, LANGUES, ARTS   : LETTRES",LANGUE ET LITTERATURE FRANCAISES,,
LMMU,2007,41,2220737,MASTER (LMD),"LETTRES, LANGUES, ARTS  : THEORIES ET PRATIQUES DES ARTS",ETUDES MUSICALES,2004237,"LETTRES, LANGUES, ARTS : THEORIES ET PRATIQUES DES ARTS"
LMMU,2007,42,2220737,MASTER (LMD),"LETTRES, LANGUES, ARTS  : THEORIES ET PRATIQUES DES ARTS",ETUDES MUSICALES,,
LMOC,2007,41,2220733,MASTER (LMD),"LETTRES, LANGUES, ARTS   : LETTRES","LANGUE, LITTERATURE ET CIVILISATION OCCITANES",2004235,"LETTRES, LANGUES, ARTS : LANGUES (cult & langues régionales)"
LMPH,2007,41,2221034,MASTER (LMD),SCIENCES DE L'HOMME ET DE LA SOCIETE : PHILOSOPHIE,,,
LMPH,2007,42,2221034,MASTER (LMD),SCIENCES DE L'HOMME ET DE LA SOCIETE : PHILOSOPHIE,,,
LMPH08,2008,80,2204482,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PHILOSOPHIE ET ENSEIGNEMENT DE LA PHILOSOPHIE,RECHERCHE FONDAMENTALE EN PHILOSOPHIE,,
LMPH08,2009,80,2204482,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PHILOSOPHIE ET ENSEIGNEMENT DE LA PHILOSOPHIE,RECHERCHE FONDAMENTALE EN PHILOSOPHIE,,
LMPH08,2010,80,2204482,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PHILOSOPHIE ET ENSEIGNEMENT DE LA PHILOSOPHIE,RECHERCHE FONDAMENTALE EN PHILOSOPHIE,,
