ID,Intitulé emploi,ROME lib niveau 1,ROME lib niveau 2,Code ROME,Intitulé ROME,,,,,Type de contrat,Niveau emploi,Type employeur,Secteur d'activité,Effectifs de l'entreprise,,,Salaire,,Mode d'obtention,Durée d'accès,Année_diplôme,Code diplôme,Composante,Mention,Spécialité,,Filière_diplôme
4590,chargé d'études actuarielles,INDUSTRIE,"Conception, recherche, études et développement",H1206,"Management et ingénierie études, recherche et développement",,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Activités financières et d'assurance,de 50 à 199,,,2000 à 2500,,"Réponse à une offre d'emploi (Internet, courrier)",Accès direct,2010,2221707,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE MATHEMATIQUE ET ECONOMIE APPLIQUEE","INGENIERIE STOCHASTIQUE, STATISTIQUE ET METHODES QUANTITATIVES EN ECONOMIE ET FINANCE",,
4591,Ingénieur informatique,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1805,Études et développement informatique,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,"Activités spécialisées, scientifiques et techniques",500 et plus,,,,,"Dépôt de CV sur Internet (CV thèque, site personnel)",1 à 3 mois,2010,2221707,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE MATHEMATIQUE ET ECONOMIE APPLIQUEE","INGENIERIE STOCHASTIQUE, STATISTIQUE ET METHODES QUANTITATIVES EN ECONOMIE ET FINANCE",,
4592,,,,,,,,,,,,,,,,,,,,,2010,2221707,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE MATHEMATIQUE ET ECONOMIE APPLIQUEE","INGENIERIE STOCHASTIQUE, STATISTIQUE ET METHODES QUANTITATIVES EN ECONOMIE ET FINANCE",,
4593,Auto entrepreneur,SUPPORT À L'ENTREPRISE,Direction d'entreprise,M1302,Direction de petite ou moyenne entreprise,,,,,"Profession libérale, indépendant, chef d'entreprise, auto-entrepreneur",Niveau technicien ou agent de maîtrise,Vous-même,Activités financières et d'assurance,Pas de salarié,,,,,,12 mois et plus,2010,2221707,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE MATHEMATIQUE ET ECONOMIE APPLIQUEE","INGENIERIE STOCHASTIQUE, STATISTIQUE ET METHODES QUANTITATIVES EN ECONOMIE ET FINANCE",,
4594,Business Analyse ,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1805,Études et développement informatique,,,,,CDD,Niveau ingénieur ou cadre,Une entreprise privée,Activités financières et d'assurance,500 et plus,,,1500 à 2000,,À la suite d'un stage ou d'un contrat en alternance,4 à 6 mois,2010,2221707,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE MATHEMATIQUE ET ECONOMIE APPLIQUEE","INGENIERIE STOCHASTIQUE, STATISTIQUE ET METHODES QUANTITATIVES EN ECONOMIE ET FINANCE",,
4595,Consultant en Management,SUPPORT À L'ENTREPRISE,Organisation et études,M1402,Conseil en organisation et management d'entreprise,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Activités financières et d'assurance,de 50 à 199,,,1000 à 1500,,Candidature spontanée,7 à 11 mois,2010,2221707,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE MATHEMATIQUE ET ECONOMIE APPLIQUEE","INGENIERIE STOCHASTIQUE, STATISTIQUE ET METHODES QUANTITATIVES EN ECONOMIE ET FINANCE",,
4596,,,,,,,,,,,,,,,,,,,,,2010,2221707,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE MATHEMATIQUE ET ECONOMIE APPLIQUEE","INGENIERIE STOCHASTIQUE, STATISTIQUE ET METHODES QUANTITATIVES EN ECONOMIE ET FINANCE",,
4597,Ingénieur étude,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1805,Études et développement informatique,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,"Industries (manufacturières, extractives et autres)",500 et plus,,,2000 à 2500,,À la suite d'un stage ou d'un contrat en alternance,1 à 3 mois,2010,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX","PHYSIQUE DES MATERIAUX, MECANIQUE  ET MODELISATION NUMERIQUE",,
4598,ingénieur en flexible offshore,INDUSTRIE,"Conception, recherche, études et développement",H1206,"Management et ingénierie études, recherche et développement industriel",,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,"Industries (manufacturières, extractives et autres)",500 et plus,,,,,Candidature spontanée,1 à 3 mois,2010,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX","PHYSIQUE DES MATERIAUX, MECANIQUE  ET MODELISATION NUMERIQUE",,
4599,Ingénieur de recherche,INDUSTRIE,"Conception, recherche, études et développement",H1206,"Management et ingénierie études, recherche et développement industriel",,,,,CDD,Niveau ingénieur ou cadre,Une entreprise publique,,500 et plus,,,2000 à 2500,,"Réponse à une offre d'emploi (Internet, courrier)",12 mois et plus,2010,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX","PHYSIQUE DES MATERIAUX, MECANIQUE  ET MODELISATION NUMERIQUE",,
4600,,,,,,,,,,,,,,,,,,,,,2010,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX","PHYSIQUE DES MATERIAUX, MECANIQUE  ET MODELISATION NUMERIQUE",,
4601,Ingenieur en  Hydrodynamique,"CONSTRUCTION, BÂTIMENT ET TRAVAUX PUBLICS",Conception et études,F1105,Études géologiques,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,"Activités spécialisées, scientifiques et techniques",500 et plus,,,2500 et plus,,À la suite d'un stage ou d'un contrat en alternance,,2010,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX","PHYSIQUE DES MATERIAUX, MECANIQUE  ET MODELISATION NUMERIQUE",,
4602,ingénieur structure,"CONSTRUCTION, BÂTIMENT ET TRAVAUX PUBLICS",Conception et études,F1106,Ingénierie et études du BTP,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,"Industries (manufacturières, extractives et autres)",de 50 à 199,,,2500 et plus,,À la suite d'un stage ou d'un contrat en alternance,1 à 3 mois,2010,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX","PHYSIQUE DES MATERIAUX, MECANIQUE  ET MODELISATION NUMERIQUE",,
4603,Ingénieur d'étude,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1805,Études et développement informatique,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,"Activités spécialisées, scientifiques et techniques",de 10 à 49,,,2500 et plus,,"Réseau de relations tissé durant vos études (enseignants, associations d’étudiants …)",,2010,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX","PHYSIQUE DES MATERIAUX, MECANIQUE  ET MODELISATION NUMERIQUE",,
4604,contrat de doctorant,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2401,Recherche en sciences de l'homme et de la société,,,,,CDD,Niveau ingénieur ou cadre,La fonction publique,"Activités spécialisées, scientifiques et techniques",de 50 à 199,,,1000 à 1500,,"Réseau de relations personnelles, familiales...",4 à 6 mois,2010,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX","PHYSIQUE DES MATERIAUX, MECANIQUE  ET MODELISATION NUMERIQUE",,
4605,,,,,,,,,,,,,,,,,,,,,2010,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX","PHYSIQUE DES MATERIAUX, MECANIQUE  ET MODELISATION NUMERIQUE",,
4606,Doctorant,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2401,Recherche en sciences de l'homme et de la société,,,,,CDD,,La fonction publique,Enseignement,de 50 à 199,,,1500 à 2000,,À la suite d'un stage ou d'un contrat en alternance,4 à 6 mois,2010,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX","PHYSIQUE DES MATERIAUX, MECANIQUE  ET MODELISATION NUMERIQUE",,
4607,,,,,,,,,,,,,,,,,,,,,2010,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX","PHYSIQUE DES MATERIAUX, MECANIQUE  ET MODELISATION NUMERIQUE",,
4608,DOCTORANTE CONTRACTUELLE,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2401,Recherche en sciences de l'homme et de la société,,,,,CDD,Niveau ingénieur ou cadre,La fonction publique,Enseignement,500 et plus,,,1000 à 1500,,Candidature spontanée,1 à 3 mois,2010,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX","PHYSIQUE DES MATERIAUX, MECANIQUE  ET MODELISATION NUMERIQUE",,
4609,Doctorant en phsysique,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2402,"Recherche en sciences de l'univers, de la matière et du vivant",,,,,CDD,Niveau ingénieur ou cadre,La fonction publique,"Activités spécialisées, scientifiques et techniques",de 50 à 199,,,1000 à 1500,,À la suite d'un stage ou d'un contrat en alternance,1 à 3 mois,2010,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX","PHYSIQUE DES MATERIAUX, MECANIQUE  ET MODELISATION NUMERIQUE",,
4610,Attaché de recherche clinique,INDUSTRIE,"Conception, recherche, études et développement",H1206,"Management et ingénierie études, recherche et développement industriel",,,,,CDD,Niveau ingénieur ou cadre,La fonction publique,Santé humaine et action sociale,500 et plus,,,1500 à 2000,,Candidature spontanée,12 mois et plus,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4611,responsable d'études manager,INDUSTRIE,"Conception, recherche, études et développement",H1206,"Management et ingénierie études, recherche et développement industriel",,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,"Industries (manufacturières, extractives et autres)",500 et plus,,,2500 et plus,,"Réseau de relations personnelles, familiales...",Accès direct,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4612,Attachée de recherche clinique au CHU de Nice,INDUSTRIE,"Conception, recherche, études et développement",H1206,"Management et ingénierie études, recherche et développement industriel",,,,,CDD,Niveau ingénieur ou cadre,La fonction publique,Santé humaine et action sociale,500 et plus,,,1500 à 2000,,"Réseau de relations tissé durant vos études (enseignants, associations d’étudiants …)",7 à 11 mois,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4613,,,,,,,,,,,,,,,,,,,,,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4614,,,,,,,,,,,,,,,,,,,,,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4615,assistant lecturer at Alexandria University.,,,,,,,,,CDD,,Un organisme à but non lucratif ou une association,"Activités spécialisées, scientifiques et techniques",500 et plus,,,Moins de 1000,,,1 à 3 mois,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4616,Doctorant,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2401,Recherche en sciences de l'homme et de la société,,,,,CDD,,La fonction publique,"Activités spécialisées, scientifiques et techniques",de 50 à 199,,,1500 à 2000,,À la suite d'un stage ou d'un contrat en alternance,4 à 6 mois,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4617,Contrat doctoral ,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2401,Recherche en sciences de l'homme et de la société,,,,,CDD,Niveau ingénieur ou cadre,La fonction publique,Santé humaine et action sociale,de 50 à 199,,,1000 à 1500,,À la suite d'un stage ou d'un contrat en alternance,1 à 3 mois,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4618,,,,,,,,,,,,,,,,,,,,,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4619,Doctorante chargée d'enseignement,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2401,Recherche en sciences de l'homme et de la société,,,,,CDD,,La fonction publique,Enseignement,,,,1500 à 2000,,,4 à 6 mois,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4620,Contrat Doctoral avec charge d'enseignement,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2401,Recherche en sciences de l'homme et de la société,,,,,CDD,,La fonction publique,"Activités spécialisées, scientifiques et techniques",de 50 à 199,,,1500 à 2000,,Réussite d'un concours administratif,1 à 3 mois,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4621,,,,,,,,,,,,,,,,,,,,,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4622,Doctorant,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2401,Recherche en sciences de l'homme et de la société,,,,,CDD,Niveau ingénieur ou cadre,La fonction publique,"Activités spécialisées, scientifiques et techniques",de 3 à 9,,,1500 à 2000,,À la suite d'un stage ou d'un contrat en alternance,1 à 3 mois,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4623,interne en médecine,SANTE,Praticiens médicaux,J1102,Médecine généraliste et spécialisée,,,,,CDD,,La fonction publique,Santé humaine et action sociale,,,,1500 à 2000,,À la suite d'un stage ou d'un contrat en alternance,Accès direct,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4624,Doctorant en sciences de la vie et de la santé,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2402,"Recherche en sciences de l'univers, de la matière et du vivant",,,,,CDD,Niveau ingénieur ou cadre,La fonction publique,"Activités spécialisées, scientifiques et techniques",de 50 à 199,,,1000 à 1500,,À la suite d'un stage ou d'un contrat en alternance,,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4625,analyse fonctionnelle de trois effecteurs ,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1806,Expertise et support technique en systèmes d'information,,,,,Intérimaire,Niveau ingénieur ou cadre,Une entreprise publique,"Activités spécialisées, scientifiques et techniques",500 et plus,,,2500 et plus,,À la suite d'un stage ou d'un contrat en alternance,1 à 3 mois,2010,2221714,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE","GENETIQUE, DEVELOPPEMENT ET IMMUNITE",,
4626,medecin,SANTE,Soins paramédicaux,J1502,Coordination de services médicaux ou paramédicaux,,,,,CDD,Niveau ingénieur ou cadre,Une entreprise publique,Santé humaine et action sociale,500 et plus,,,2500 et plus,,Candidature spontanée,,2010,2221715,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE",PHARMACOLOGIE PHYSIOLOGIE ET NEUROBIOLOGIE,,
4627,Praticien hospitalier,SANTE,Praticiens médicaux,J1102,Médecine généraliste et spécialisée,,,,,Fonctionnaire,Niveau ingénieur ou cadre,La fonction publique,Santé humaine et action sociale,de 3 à 9,,,2500 et plus,,Candidature spontanée,Accès direct,2010,2221715,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE",PHARMACOLOGIE PHYSIOLOGIE ET NEUROBIOLOGIE,,
4628,Chef de clinique assistant en anesthésie CHU Nice,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Conception et mise en oeuvre des politiques publiques,K1403,"Management de structure de santé, sociale ou pénitentiaire",,,,,CDD,Niveau ingénieur ou cadre,La fonction publique,Santé humaine et action sociale,500 et plus,,,2500 et plus,,Candidature spontanée,Accès direct,2010,2221715,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE",PHARMACOLOGIE PHYSIOLOGIE ET NEUROBIOLOGIE,,
4629,   ,,,,,,,,,,,,,,,,,,,,2010,2221715,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE",PHARMACOLOGIE PHYSIOLOGIE ET NEUROBIOLOGIE,,
4630,Doctorat en Neurosciences,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2402,"Recherche en sciences de l'univers, de la matière et du vivant",,,,,CDD,Niveau ingénieur ou cadre,La fonction publique,"Activités spécialisées, scientifiques et techniques",de 50 à 199,,,1000 à 1500,,Candidature spontanée,,2010,2221715,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE",PHARMACOLOGIE PHYSIOLOGIE ET NEUROBIOLOGIE,,
4631,Ingénieur en techniques biologiques ,INDUSTRIE,"Conception, recherche, études et développement",H1206,"Management et ingénierie études, recherche et développement industriel",,,,,CDD,Niveau technicien ou agent de maîtrise,La fonction publique,"Activités spécialisées, scientifiques et techniques",de 50 à 199,,,1000 à 1500,,Candidature spontanée,Accès direct,2010,2221715,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE",PHARMACOLOGIE PHYSIOLOGIE ET NEUROBIOLOGIE,,
4632,Doctorante contractuelle chargé d'enseignement,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2401,Recherche en sciences de l'homme et de la société,,,,,CDD,Niveau ingénieur ou cadre,La fonction publique,"Activités spécialisées, scientifiques et techniques",de 50 à 199,,,1500 à 2000,,Candidature spontanée,4 à 6 mois,2010,2221715,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE",PHARMACOLOGIE PHYSIOLOGIE ET NEUROBIOLOGIE,,
4633,Doctorant,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2401,Recherche en sciences de l'homme et de la société,,,,,CDD,Niveau ingénieur ou cadre,La fonction publique,"Activités spécialisées, scientifiques et techniques",de 200 à 499,,,1000 à 1500,,À la suite d'un stage ou d'un contrat en alternance,1 à 3 mois,2010,2221715,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE",PHARMACOLOGIE PHYSIOLOGIE ET NEUROBIOLOGIE,,
4634,Doctorant,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2401,Recherche en sciences de l'homme et de la société,,,,,CDD,,La fonction publique,"Activités spécialisées, scientifiques et techniques",de 50 à 199,,,1000 à 1500,,À la suite d'un stage ou d'un contrat en alternance,4 à 6 mois,2010,2221715,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE",PHARMACOLOGIE PHYSIOLOGIE ET NEUROBIOLOGIE,,
4635,Doctorant,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Recherche,K2401,Recherche en sciences de l'homme et de la société,,,,,CDD,Niveau ingénieur ou cadre,La fonction publique,"Activités spécialisées, scientifiques et techniques",de 50 à 199,,,1000 à 1500,,À la suite d'un stage ou d'un contrat en alternance,1 à 3 mois,2010,2221715,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE",PHARMACOLOGIE PHYSIOLOGIE ET NEUROBIOLOGIE,,
4636,Biologie,SANTE,Praticiens médico-techniques,J1201,Biologie médicale,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,"Activités spécialisées, scientifiques et techniques",de 10 à 49,,,2000 à 2500,,Candidature spontanée,12 mois et plus,2010,2221715,UFR Sciences,"SCIENCES, TECHNOLOGIES ET SANTE : SCIENCES DE LA VIE ET DE LA SANTE",PHARMACOLOGIE PHYSIOLOGIE ET NEUROBIOLOGIE,,
4637,,,,,,,,,,,,,,,,,,,,,2010,2224979,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",DYNAMIQUE DES SYSTEMES GEOLOGIQUES ET ALEAS,,
4638,Technicienne spécialisée en pédologie,,,,,,,,,CDD,Niveau technicien ou agent de maîtrise,Un organisme à but non lucratif ou une association,"Agriculture, sylviculture et pêche",de 50 à 199,,,1500 à 2000,,Candidature spontanée,12 mois et plus,2010,2224979,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",DYNAMIQUE DES SYSTEMES GEOLOGIQUES ET ALEAS,,
4639,,,,,,,,,,,,,,,,,,,,,2010,2224979,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",DYNAMIQUE DES SYSTEMES GEOLOGIQUES ET ALEAS,,
4640,géologue d'exploration ,"CONSTRUCTION, BÂTIMENT ET TRAVAUX PUBLICS",Conception et études,F1105,Études géologiques,,,,,Volontariat international,Niveau technicien ou agent de maîtrise,Une entreprise privée,"Activités spécialisées, scientifiques et techniques",de 50 à 199,,,,,"Réponse à une offre d'emploi (Internet, courrier)",12 mois et plus,2010,2224979,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT",DYNAMIQUE DES SYSTEMES GEOLOGIQUES ET ALEAS,,
